Class,Algorithm,Parameter,ARI,Num_Clusters
Distance_based,hclust_single,k=4,3.4813552580582446e-4,4
Distance_based,hclust_single,k=5,4.470573583064645e-4,5
Distance_based,hclust_single,k=6,0.001372919782288643,6
Distance_based,hclust_single,k=7,0.0014334914455920258,7
Distance_based,hclust_single,k=8,0.0014046578599357195,8
Distance_based,hclust_single,k=9,0.0019923746437181824,9
Distance_based,hclust_single,k=10,0.0015502425503610782,10
Distance_based,hclust_single,k=11,0.001460099606667893,11
Distance_based,hclust_single,k=12,0.0015649613164860127,12
Distance_based,hclust_single,k=13,0.0016703920191985131,13
Distance_based,hclust_single,k=14,0.002630153715637319,14
Distance_based,hclust_single,k=15,0.003062782816288588,15
Distance_based,hclust_single,k=16,0.00200423432720043,16
Distance_based,hclust_single,k=17,0.0025661189448361777,17
Distance_based,hclust_single,k=18,0.0026741648632616893,18
Distance_based,hclust_single,k=19,0.0022457350354861626,19
Distance_based,hclust_single,k=20,0.002130443873633404,20
Distance_based,hclust_single,k=21,0.0023461085749415696,21
Distance_based,hclust_single,k=22,0.0025078893472264196,22
Distance_based,hclust_single,k=23,0.002671007669999149,23
Distance_based,hclust_single,k=24,0.0024514982660310126,24
Distance_based,hclust_single,k=25,0.0026143883432712205,25
Distance_based,hclust_single,k=26,0.002558584719150154,26
Distance_based,hclust_single,k=27,0.0026078975296596873,27
Distance_based,hclust_single,k=28,0.0026141855843044193,28
Distance_based,hclust_single,k=29,0.0026632269493621625,29
Distance_based,hclust_single,k=30,0.002770053525255523,30
Distance_based,hclust_single,k=31,0.003914306451518807,31
Distance_based,hclust_single,k=32,0.003855568168203743,32
Distance_based,hclust_single,k=33,0.003969910371545028,33
Distance_based,hclust_single,k=34,0.0041456159412351186,34
Distance_based,hclust_single,k=35,0.003798141583802767,35
Distance_based,hclust_single,k=36,0.004394712275667934,36
Distance_based,hclust_single,k=37,0.004273600369250432,37
Distance_based,hclust_single,k=38,0.004275959357147677,38
Distance_based,hclust_single,k=39,0.0046866012833020635,39
Distance_based,hclust_single,k=40,0.004628299358862756,40
Distance_based,hclust_single,k=41,0.0071560151276723214,41
Distance_based,hclust_single,k=42,0.008183774623119141,42
Distance_based,hclust_single,k=43,0.008326274328992491,43
Distance_based,hclust_single,k=44,0.008262236031672105,44
Distance_based,hclust_single,k=45,0.008288722852461673,45
Distance_based,hclust_single,k=46,0.00885880464983865,46
Distance_based,hclust_single,k=47,0.009297014779563689,47
Distance_based,hclust_single,k=48,0.00966577489726243,48
Distance_based,hclust_single,k=49,0.009523157835046531,49
Distance_based,hclust_single,k=50,0.009454325584853825,50
Distance_based,hclust_single,k=51,0.009530959993124186,51
Distance_based,hclust_single,k=52,0.009395534129231147,52
Distance_based,hclust_single,k=53,0.009323000654762981,53
Distance_based,hclust_single,k=54,0.01122102440152417,54
Distance_based,hclust_single,k=55,0.011618413709364585,55
Distance_based,hclust_single,k=56,0.011389840392215255,56
Distance_based,hclust_single,k=57,0.011237429492594098,57
Distance_based,hclust_single,k=58,0.012776683860805698,58
Distance_based,hclust_single,k=59,0.012778604840564917,59
Distance_based,hclust_single,k=60,0.012697757625629063,60
Distance_based,hclust_single,k=61,0.013121487515117025,61
Distance_based,hclust_single,k=62,0.013041885625512409,62
Distance_based,hclust_single,k=63,0.019367307013835055,63
Distance_based,hclust_single,k=64,0.019880547790121935,64
Distance_based,hclust_single,k=65,0.020016040254244125,65
Distance_based,hclust_single,k=66,0.01982871622021515,66
Distance_based,hclust_single,k=67,0.01973504114340847,67
Distance_based,hclust_single,k=68,0.019867869640041193,68
Distance_based,hclust_single,k=69,0.01977330414600287,69
Distance_based,hclust_single,k=70,0.020199396302422845,70
Distance_based,hclust_single,k=71,0.02010394163792296,71
Distance_based,hclust_single,k=72,0.020768328506627638,72
Distance_based,hclust_single,k=73,0.020771034726384037,73
Distance_based,hclust_single,k=74,0.020479194517315263,74
Distance_based,hclust_single,k=75,0.020487273636569082,75
Distance_based,hclust_single,k=76,0.020215924023095373,76
Distance_based,hclust_single,k=77,0.02044939831221546,77
Distance_based,hclust_single,k=78,0.020786861214971964,78
Distance_based,hclust_single,k=79,0.020499568736668965,79
Distance_based,hclust_single,k=80,0.021177745922993364,80
Distance_based,hclust_single,k=81,0.02110300024918846,81
Distance_based,hclust_single,k=82,0.021000603609290975,82
Distance_based,hclust_single,k=83,0.020898196557598545,83
Distance_based,hclust_single,k=84,0.02071072189820206,84
Distance_based,hclust_single,k=85,0.020713596909808146,85
Distance_based,hclust_single,k=86,0.020734245770812378,86
Distance_based,hclust_single,k=87,0.02536357704022644,87
Distance_based,hclust_single,k=88,0.025380605996286276,88
Distance_based,hclust_single,k=89,0.025305576405769085,89
Distance_based,hclust_single,k=90,0.025312452917453564,90
Distance_based,hclust_single,k=91,0.025588629905596932,91
Distance_based,hclust_single,k=92,0.02574711433550197,92
Distance_based,hclust_single,k=93,0.026147853330782882,93
Distance_based,hclust_single,k=94,0.026960327153870114,94
Distance_based,hclust_single,k=95,0.02687367583217031,95
Distance_based,hclust_single,k=96,0.029351691127104996,96
Distance_based,hclust_single,k=97,0.028591934303389143,97
Distance_based,hclust_single,k=98,0.028632354505708654,98
Distance_based,hclust_single,k=99,0.029203940781988656,99
Distance_based,hclust_single,k=100,0.02978403585402872,100
Distance_based,hclust_single,k=101,0.02965742831650349,101
Distance_based,hclust_single,k=102,0.029731725311631863,102
Distance_based,hclust_single,k=103,0.03004511341277233,103
Distance_based,hclust_single,k=104,0.02979208800432164,104
Distance_based,hclust_single,k=105,0.02980087257133493,105
Distance_based,hclust_single,k=106,0.03053835323103156,106
Distance_based,hclust_single,k=107,0.03088917883319009,107
Distance_based,hclust_single,k=108,0.03135848751875444,108
Distance_based,hclust_single,k=109,0.03153806082589,109
Distance_based,hclust_single,k=110,0.03231562621875505,110
Distance_based,hclust_single,k=111,0.03233517507081286,111
Distance_based,hclust_single,k=112,0.03234006405067039,112
Distance_based,hclust_single,k=113,0.03237419500635978,113
Distance_based,hclust_single,k=114,0.03222766965013361,114
Distance_based,hclust_single,k=115,0.0320811228538193,115
Distance_based,hclust_single,k=116,0.032720682570058036,116
Distance_based,hclust_single,k=117,0.03257243649382876,117
Distance_based,hclust_single,k=118,0.03244491121353273,118
Distance_based,hclust_single,k=119,0.03200987100325869,119
Distance_based,hclust_single,k=120,0.03201491403952036,120
Distance_based,hclust_single,k=121,0.04308570791862425,121
Distance_based,hclust_single,k=122,0.043092547792398246,122
Distance_based,hclust_single,k=123,0.04317471950506197,123
Distance_based,hclust_single,k=124,0.043624750349452235,124
Distance_based,hclust_single,k=125,0.044264846436885774,125
Distance_based,hclust_single,k=126,0.04301503280807587,126
Distance_based,hclust_single,k=127,0.04346068753402439,127
Distance_based,hclust_single,k=128,0.04372018860174544,128
Distance_based,hclust_single,k=129,0.044558120004106624,129
Distance_based,hclust_single,k=130,0.04420916870739935,130
Distance_based,hclust_single,k=131,0.04444708900369576,131
Distance_based,hclust_single,k=132,0.04221006147525329,132
Distance_based,hclust_single,k=133,0.04307172587247646,133
Distance_based,hclust_single,k=134,0.04331057350828533,134
Distance_based,hclust_single,k=135,0.04331822952490238,135
Distance_based,hclust_single,k=136,0.04376029407474908,136
Distance_based,hclust_single,k=137,0.044413609933458574,137
Distance_based,hclust_single,k=138,0.043815832829222356,138
Distance_based,hclust_single,k=139,0.04387128747967189,139
Distance_based,hclust_single,k=140,0.04347230145366769,140
Distance_based,hclust_single,k=141,0.04227438353955599,141
Distance_based,hclust_single,k=142,0.04333027333324745,142
Distance_based,hclust_single,k=143,0.043767339693567754,143
Distance_based,hclust_single,k=144,0.044208245746926896,144
Distance_based,hclust_single,k=145,0.04755549386604598,145
Distance_based,hclust_single,k=146,0.04898317428666499,146
Distance_based,hclust_single,k=147,0.04899260472688425,147
Distance_based,hclust_single,k=148,0.049022763715625514,148
Distance_based,hclust_single,k=149,0.049520935710586744,149
Distance_based,hclust_single,k=150,0.05452611088799916,150
Distance_based,hclust_complete,k=2,0.019236485742001024,2
Distance_based,hclust_complete,k=3,0.039041552180538064,3
Distance_based,hclust_complete,k=4,0.043120924158969016,4
Distance_based,hclust_complete,k=5,0.04212505268131141,5
Distance_based,hclust_complete,k=6,0.07986378696874336,6
Distance_based,hclust_complete,k=7,0.088181637448415,7
Distance_based,hclust_complete,k=8,0.08934613204427641,8
Distance_based,hclust_complete,k=9,0.10020302988450505,9
Distance_based,hclust_complete,k=10,0.10065590955161051,10
Distance_based,hclust_complete,k=11,0.1366099707058253,11
Distance_based,hclust_complete,k=12,0.14349338370243772,12
Distance_based,hclust_complete,k=13,0.15677213764956818,13
Distance_based,hclust_complete,k=14,0.16087097569521042,14
Distance_based,hclust_complete,k=15,0.16179879583104087,15
Distance_based,hclust_complete,k=16,0.1639096310239623,16
Distance_based,hclust_complete,k=17,0.16701473263431302,17
Distance_based,hclust_complete,k=18,0.1683203440986705,18
Distance_based,hclust_complete,k=19,0.1711686980542785,19
Distance_based,hclust_complete,k=20,0.17127189968893458,20
Distance_based,hclust_complete,k=21,0.17700225856041982,21
Distance_based,hclust_complete,k=22,0.194421321308653,22
Distance_based,hclust_complete,k=23,0.19485789668394293,23
Distance_based,hclust_complete,k=24,0.19767203737921782,24
Distance_based,hclust_complete,k=25,0.19812504623063543,25
Distance_based,hclust_complete,k=26,0.2619738329996914,26
Distance_based,hclust_complete,k=27,0.26380199099573803,27
Distance_based,hclust_complete,k=28,0.24284733395147842,28
Distance_based,hclust_complete,k=29,0.24183308447382187,29
Distance_based,hclust_complete,k=30,0.23932704910142394,30
Distance_based,hclust_complete,k=31,0.24728150350583888,31
Distance_based,hclust_complete,k=32,0.2475269715266497,32
Distance_based,hclust_complete,k=33,0.24851312334444406,33
Distance_based,hclust_complete,k=34,0.2538633864841954,34
Distance_based,hclust_complete,k=35,0.25563924781420827,35
Distance_based,hclust_complete,k=36,0.2593707076668751,36
Distance_based,hclust_complete,k=37,0.2660141722126854,37
Distance_based,hclust_complete,k=38,0.25502213903593923,38
Distance_based,hclust_complete,k=39,0.2527638971054078,39
Distance_based,hclust_complete,k=40,0.25216134835676396,40
Distance_based,hclust_complete,k=41,0.253264649529571,41
Distance_based,hclust_complete,k=42,0.25549685749164397,42
Distance_based,hclust_complete,k=43,0.2618481514285725,43
Distance_based,hclust_complete,k=44,0.2591489040591316,44
Distance_based,hclust_complete,k=45,0.25409423568625417,45
Distance_based,hclust_complete,k=46,0.25307501384123443,46
Distance_based,hclust_complete,k=47,0.25142102074482287,47
Distance_based,hclust_complete,k=48,0.25230884087368166,48
Distance_based,hclust_complete,k=49,0.25375171265697194,49
Distance_based,hclust_complete,k=50,0.2516660214817682,50
Distance_based,hclust_complete,k=51,0.25124294661055574,51
Distance_based,hclust_complete,k=52,0.2527539615997805,52
Distance_based,hclust_complete,k=53,0.2779211290058862,53
Distance_based,hclust_complete,k=54,0.29314141511556885,54
Distance_based,hclust_complete,k=55,0.293674275829623,55
Distance_based,hclust_complete,k=56,0.29474520149675615,56
Distance_based,hclust_complete,k=57,0.2979416875211732,57
Distance_based,hclust_complete,k=58,0.2976062343799867,58
Distance_based,hclust_complete,k=59,0.2964391541903484,59
Distance_based,hclust_complete,k=60,0.2999616485510636,60
Distance_based,hclust_complete,k=61,0.3008170947512939,61
Distance_based,hclust_complete,k=62,0.3012464570881009,62
Distance_based,hclust_complete,k=63,0.29723055112796054,63
Distance_based,hclust_complete,k=64,0.2976575134504569,64
Distance_based,hclust_complete,k=65,0.29734074863681165,65
Distance_based,hclust_complete,k=66,0.31380455678618824,66
Distance_based,hclust_complete,k=67,0.3156997412697883,67
Distance_based,hclust_complete,k=68,0.31601760779080335,68
Distance_based,hclust_complete,k=69,0.3144591420089218,69
Distance_based,hclust_complete,k=70,0.3155722789192376,70
Distance_based,hclust_complete,k=71,0.31622908088857377,71
Distance_based,hclust_complete,k=72,0.3168724736594629,72
Distance_based,hclust_complete,k=73,0.31832875453468246,73
Distance_based,hclust_complete,k=74,0.32925643976371116,74
Distance_based,hclust_complete,k=75,0.3705798529361079,75
Distance_based,hclust_complete,k=76,0.3777027443762237,76
Distance_based,hclust_complete,k=77,0.3783833547034301,77
Distance_based,hclust_complete,k=78,0.3733545037276319,78
Distance_based,hclust_complete,k=79,0.3712730328993025,79
Distance_based,hclust_complete,k=80,0.367616944413669,80
Distance_based,hclust_complete,k=81,0.367844524948761,81
Distance_based,hclust_complete,k=82,0.36641297610673107,82
Distance_based,hclust_complete,k=83,0.36497492891573424,83
Distance_based,hclust_complete,k=84,0.36448054625645626,84
Distance_based,hclust_complete,k=85,0.3625790503914877,85
Distance_based,hclust_complete,k=86,0.35864793178946414,86
Distance_based,hclust_complete,k=87,0.35791131867129966,87
Distance_based,hclust_complete,k=88,0.35717301156064235,88
Distance_based,hclust_complete,k=89,0.35739877350418947,89
Distance_based,hclust_complete,k=90,0.35785107751545675,90
Distance_based,hclust_complete,k=91,0.3619691931010101,91
Distance_based,hclust_complete,k=92,0.36001934821192844,92
Distance_based,hclust_complete,k=93,0.36048051377595874,93
Distance_based,hclust_complete,k=94,0.3585243753641898,94
Distance_based,hclust_complete,k=95,0.3589848713104118,95
Distance_based,hclust_complete,k=96,0.3580042105697685,96
Distance_based,hclust_complete,k=97,0.3550553318131919,97
Distance_based,hclust_complete,k=98,0.37096027673119397,98
Distance_based,hclust_complete,k=99,0.36911325643211373,99
Distance_based,hclust_complete,k=100,0.36937012015219134,100
Distance_based,hclust_complete,k=101,0.3785705997877086,101
Distance_based,hclust_complete,k=102,0.3764153243735567,102
Distance_based,hclust_complete,k=103,0.3753355823901863,103
Distance_based,hclust_complete,k=104,0.37802576272949423,104
Distance_based,hclust_complete,k=105,0.3782967207711479,105
Distance_based,hclust_complete,k=106,0.37883970407083545,106
Distance_based,hclust_complete,k=107,0.3837914800242574,107
Distance_based,hclust_complete,k=108,0.3826936734168884,108
Distance_based,hclust_complete,k=109,0.3841051100836002,109
Distance_based,hclust_complete,k=110,0.3707384557026988,110
Distance_based,hclust_complete,k=111,0.3696147926298835,111
Distance_based,hclust_complete,k=112,0.3662346824852875,112
Distance_based,hclust_complete,k=113,0.3661919343396701,113
Distance_based,hclust_complete,k=114,0.3627864497218454,114
Distance_based,hclust_complete,k=115,0.359367040100985,115
Distance_based,hclust_complete,k=116,0.35734759657844745,116
Distance_based,hclust_complete,k=117,0.35788457841226523,117
Distance_based,hclust_complete,k=118,0.3552391414120385,118
Distance_based,hclust_complete,k=119,0.35203771393434224,119
Distance_based,hclust_complete,k=120,0.3656594578858585,120
Distance_based,hclust_complete,k=121,0.362545943883187,121
Distance_based,hclust_complete,k=122,0.3628360419289639,122
Distance_based,hclust_complete,k=123,0.3609065637253117,123
Distance_based,hclust_complete,k=124,0.3593150951978686,124
Distance_based,hclust_complete,k=125,0.35836968175539696,125
Distance_based,hclust_complete,k=126,0.3572620980251506,126
Distance_based,hclust_complete,k=127,0.35902323204009956,127
Distance_based,hclust_complete,k=128,0.3565126497936699,128
Distance_based,hclust_complete,k=129,0.3571003314171556,129
Distance_based,hclust_complete,k=130,0.3507835629809341,130
Distance_based,hclust_complete,k=131,0.3513657073174381,131
Distance_based,hclust_complete,k=132,0.3500951671081178,132
Distance_based,hclust_complete,k=133,0.34243147977610905,133
Distance_based,hclust_complete,k=134,0.34143316259917644,134
Distance_based,hclust_complete,k=135,0.34402453237064506,135
Distance_based,hclust_complete,k=136,0.34143525453997636,136
Distance_based,hclust_complete,k=137,0.333619632005874,137
Distance_based,hclust_complete,k=138,0.333903542936274,138
Distance_based,hclust_complete,k=139,0.3325931316644687,139
Distance_based,hclust_complete,k=140,0.33430105829810647,140
Distance_based,hclust_complete,k=141,0.33458725575406956,141
Distance_based,hclust_complete,k=142,0.33516098248398385,142
Distance_based,hclust_complete,k=143,0.33119600796418686,143
Distance_based,hclust_complete,k=144,0.3312962151279492,144
Distance_based,hclust_complete,k=145,0.32996430461213366,145
Distance_based,hclust_complete,k=146,0.330822794049685,146
Distance_based,hclust_complete,k=147,0.32871904854747513,147
Distance_based,hclust_complete,k=148,0.32737672987499977,148
Distance_based,hclust_complete,k=149,0.32660203390655573,149
Distance_based,hclust_complete,k=150,0.32553851136574363,150
Distance_based,hclust_average,k=2,5.519673213910343e-5,2
Distance_based,hclust_average,k=3,0.002178560114464784,3
Distance_based,hclust_average,k=4,0.010810791245494186,4
Distance_based,hclust_average,k=5,0.029211543009823423,5
Distance_based,hclust_average,k=6,0.04233479880291315,6
Distance_based,hclust_average,k=7,0.04357050477512226,7
Distance_based,hclust_average,k=8,0.04676677003971994,8
Distance_based,hclust_average,k=9,0.04683303338913716,9
Distance_based,hclust_average,k=10,0.04743425518925861,10
Distance_based,hclust_average,k=11,0.047798850771166815,11
Distance_based,hclust_average,k=12,0.04781339234381398,12
Distance_based,hclust_average,k=13,0.04766402220304544,13
Distance_based,hclust_average,k=14,0.0479012135065807,14
Distance_based,hclust_average,k=15,0.0469697022736422,15
Distance_based,hclust_average,k=16,0.047069306666610515,16
Distance_based,hclust_average,k=17,0.04711739234280483,17
Distance_based,hclust_average,k=18,0.04848603359131518,18
Distance_based,hclust_average,k=19,0.04859718989927228,19
Distance_based,hclust_average,k=20,0.04895113927790281,20
Distance_based,hclust_average,k=21,0.048509888369063406,21
Distance_based,hclust_average,k=22,0.07292189641995228,22
Distance_based,hclust_average,k=23,0.0730185468822669,23
Distance_based,hclust_average,k=24,0.07667788879518304,24
Distance_based,hclust_average,k=25,0.09685645843163769,25
Distance_based,hclust_average,k=26,0.09690632471825891,26
Distance_based,hclust_average,k=27,0.0967483458613055,27
Distance_based,hclust_average,k=28,0.1447783833692846,28
Distance_based,hclust_average,k=29,0.1447660405153072,29
Distance_based,hclust_average,k=30,0.1448652352318652,30
Distance_based,hclust_average,k=31,0.14122605685673614,31
Distance_based,hclust_average,k=32,0.1471839873071688,32
Distance_based,hclust_average,k=33,0.13445475643721944,33
Distance_based,hclust_average,k=34,0.1342436045249618,34
Distance_based,hclust_average,k=35,0.13464637456841855,35
Distance_based,hclust_average,k=36,0.13535584660863179,36
Distance_based,hclust_average,k=37,0.13388173255223462,37
Distance_based,hclust_average,k=38,0.13165570624892325,38
Distance_based,hclust_average,k=39,0.1311355335548085,39
Distance_based,hclust_average,k=40,0.13132446316960958,40
Distance_based,hclust_average,k=41,0.13142462655304618,41
Distance_based,hclust_average,k=42,0.13149982816277073,42
Distance_based,hclust_average,k=43,0.13009229844075157,43
Distance_based,hclust_average,k=44,0.143177666025869,44
Distance_based,hclust_average,k=45,0.14479537859638858,45
Distance_based,hclust_average,k=46,0.15017503646515049,46
Distance_based,hclust_average,k=47,0.16344117241969766,47
Distance_based,hclust_average,k=48,0.16238727847547302,48
Distance_based,hclust_average,k=49,0.15707228601567275,49
Distance_based,hclust_average,k=50,0.16910837462342035,50
Distance_based,hclust_average,k=51,0.17121100666053427,51
Distance_based,hclust_average,k=52,0.17174882204998004,52
Distance_based,hclust_average,k=53,0.17201878168258802,53
Distance_based,hclust_average,k=54,0.17215402568437438,54
Distance_based,hclust_average,k=55,0.1766820510264438,55
Distance_based,hclust_average,k=56,0.17558046364316063,56
Distance_based,hclust_average,k=57,0.1764302639630924,57
Distance_based,hclust_average,k=58,0.17522801928666992,58
Distance_based,hclust_average,k=59,0.22235828500299196,59
Distance_based,hclust_average,k=60,0.29064136332316093,60
Distance_based,hclust_average,k=61,0.2871451091607807,61
Distance_based,hclust_average,k=62,0.29002139621687345,62
Distance_based,hclust_average,k=63,0.2887230108061355,63
Distance_based,hclust_average,k=64,0.2861204357481736,64
Distance_based,hclust_average,k=65,0.28660007626237055,65
Distance_based,hclust_average,k=66,0.2873222272564054,66
Distance_based,hclust_average,k=67,0.28890601570598085,67
Distance_based,hclust_average,k=68,0.2891055061306343,68
Distance_based,hclust_average,k=69,0.2877722188408396,69
Distance_based,hclust_average,k=70,0.2871048113836386,70
Distance_based,hclust_average,k=71,0.2849199882918967,71
Distance_based,hclust_average,k=72,0.28382254713800514,72
Distance_based,hclust_average,k=73,0.2839450271174276,73
Distance_based,hclust_average,k=74,0.28419026935824454,74
Distance_based,hclust_average,k=75,0.28321127743075397,75
Distance_based,hclust_average,k=76,0.28253671788776635,76
Distance_based,hclust_average,k=77,0.28803772056867294,77
Distance_based,hclust_average,k=78,0.28428996160812836,78
Distance_based,hclust_average,k=79,0.28384564037829874,79
Distance_based,hclust_average,k=80,0.28269903844074623,80
Distance_based,hclust_average,k=81,0.28572487813767844,81
Distance_based,hclust_average,k=82,0.28501579612938976,82
Distance_based,hclust_average,k=83,0.28527563463853645,83
Distance_based,hclust_average,k=84,0.2849553494639069,84
Distance_based,hclust_average,k=85,0.28184058087931413,85
Distance_based,hclust_average,k=86,0.2881873684955733,86
Distance_based,hclust_average,k=87,0.28745860927152317,87
Distance_based,hclust_average,k=88,0.2859992653915656,88
Distance_based,hclust_average,k=89,0.28526867921087784,89
Distance_based,hclust_average,k=90,0.2785093143122842,90
Distance_based,hclust_average,k=91,0.2777795207767057,91
Distance_based,hclust_average,k=92,0.279271348923449,92
Distance_based,hclust_average,k=93,0.2783186278890582,93
Distance_based,hclust_average,k=94,0.29633530800300567,94
Distance_based,hclust_average,k=95,0.2966428794572897,95
Distance_based,hclust_average,k=96,0.2950288101478045,96
Distance_based,hclust_average,k=97,0.29859198402537296,97
Distance_based,hclust_average,k=98,0.30242979724796587,98
Distance_based,hclust_average,k=99,0.2999152040702046,99
Distance_based,hclust_average,k=100,0.29739330228176175,100
Distance_based,hclust_average,k=101,0.2948640599727863,101
Distance_based,hclust_average,k=102,0.2950242971069827,102
Distance_based,hclust_average,k=103,0.29647919395093214,103
Distance_based,hclust_average,k=104,0.3111962490859298,104
Distance_based,hclust_average,k=105,0.3120997791885178,105
Distance_based,hclust_average,k=106,0.30812782171782876,106
Distance_based,hclust_average,k=107,0.3092061122973377,107
Distance_based,hclust_average,k=108,0.31069487721752126,108
Distance_based,hclust_average,k=109,0.3078805340331909,109
Distance_based,hclust_average,k=110,0.3071267365645336,110
Distance_based,hclust_average,k=111,0.318322887668932,111
Distance_based,hclust_average,k=112,0.31658196265712196,112
Distance_based,hclust_average,k=113,0.31561004229074563,113
Distance_based,hclust_average,k=114,0.3136629001119168,114
Distance_based,hclust_average,k=115,0.3107339051446764,115
Distance_based,hclust_average,k=116,0.3109302420149456,116
Distance_based,hclust_average,k=117,0.30995125029107107,117
Distance_based,hclust_average,k=118,0.31034370390052474,118
Distance_based,hclust_average,k=119,0.30798369104541806,119
Distance_based,hclust_average,k=120,0.30440392856057463,120
Distance_based,hclust_average,k=121,0.3262005170556263,121
Distance_based,hclust_average,k=122,0.32664287126128017,122
Distance_based,hclust_average,k=123,0.327308436252651,123
Distance_based,hclust_average,k=124,0.32775350786020524,124
Distance_based,hclust_average,k=125,0.32565497523729514,125
Distance_based,hclust_average,k=126,0.32249748691533026,126
Distance_based,hclust_average,k=127,0.3214423974213214,127
Distance_based,hclust_average,k=128,0.31958334101661023,128
Distance_based,hclust_average,k=129,0.32050463560776254,129
Distance_based,hclust_average,k=130,0.31943514215653246,130
Distance_based,hclust_average,k=131,0.31987816263525626,131
Distance_based,hclust_average,k=132,0.31880627286825336,132
Distance_based,hclust_average,k=133,0.32103274218673633,133
Distance_based,hclust_average,k=134,0.3230606405408119,134
Distance_based,hclust_average,k=135,0.3232873883496432,135
Distance_based,hclust_average,k=136,0.310188351891076,136
Distance_based,hclust_average,k=137,0.3104087676474933,137
Distance_based,hclust_average,k=138,0.30930756544563426,138
Distance_based,hclust_average,k=139,0.30952770014424813,139
Distance_based,hclust_average,k=140,0.3086443783401812,140
Distance_based,hclust_average,k=141,0.30199218418146295,141
Distance_based,hclust_average,k=142,0.3008784985686587,142
Distance_based,hclust_average,k=143,0.2997633808887181,143
Distance_based,hclust_average,k=144,0.2986468283776623,144
Distance_based,hclust_average,k=145,0.2988618006206295,145
Distance_based,hclust_average,k=146,0.29907704982652517,146
Distance_based,hclust_average,k=147,0.3217055300543107,147
Distance_based,hclust_average,k=148,0.31454750750898275,148
Distance_based,hclust_average,k=149,0.3135917427067263,149
Distance_based,hclust_average,k=150,0.31191492906641655,150
Distance_based,hclust_mcquitty,k=2,5.519673213910343e-5,2
Distance_based,hclust_mcquitty,k=3,0.0045675892435520895,3
Distance_based,hclust_mcquitty,k=4,0.004663605057236905,4
Distance_based,hclust_mcquitty,k=5,0.020566168150251588,5
Distance_based,hclust_mcquitty,k=6,0.021018959170774974,6
Distance_based,hclust_mcquitty,k=7,0.04264400679529966,7
Distance_based,hclust_mcquitty,k=8,0.05657390281002762,8
Distance_based,hclust_mcquitty,k=9,0.09560691550503841,9
Distance_based,hclust_mcquitty,k=10,0.1014690041167717,10
Distance_based,hclust_mcquitty,k=11,0.10098201792180672,11
Distance_based,hclust_mcquitty,k=12,0.10143467137317465,12
Distance_based,hclust_mcquitty,k=13,0.10313081282409148,13
Distance_based,hclust_mcquitty,k=14,0.10323519241819884,14
Distance_based,hclust_mcquitty,k=15,0.14744698287649188,15
Distance_based,hclust_mcquitty,k=16,0.14677912550376104,16
Distance_based,hclust_mcquitty,k=17,0.15138660610389,17
Distance_based,hclust_mcquitty,k=18,0.15202113889365607,18
Distance_based,hclust_mcquitty,k=19,0.16676632503001176,19
Distance_based,hclust_mcquitty,k=20,0.16751846804308834,20
Distance_based,hclust_mcquitty,k=21,0.1700656603318952,21
Distance_based,hclust_mcquitty,k=22,0.18128613975150856,22
Distance_based,hclust_mcquitty,k=23,0.18719171705547133,23
Distance_based,hclust_mcquitty,k=24,0.18777184355764429,24
Distance_based,hclust_mcquitty,k=25,0.1882381276792226,25
Distance_based,hclust_mcquitty,k=26,0.19906204254725732,26
Distance_based,hclust_mcquitty,k=27,0.19744352642583454,27
Distance_based,hclust_mcquitty,k=28,0.19711078842570376,28
Distance_based,hclust_mcquitty,k=29,0.1974311991054859,29
Distance_based,hclust_mcquitty,k=30,0.17904723524730967,30
Distance_based,hclust_mcquitty,k=31,0.17901977265287278,31
Distance_based,hclust_mcquitty,k=32,0.17922777711428986,32
Distance_based,hclust_mcquitty,k=33,0.17895059424266585,33
Distance_based,hclust_mcquitty,k=34,0.17911717044987185,34
Distance_based,hclust_mcquitty,k=35,0.19452769707925913,35
Distance_based,hclust_mcquitty,k=36,0.1898308387765826,36
Distance_based,hclust_mcquitty,k=37,0.19329383820944757,37
Distance_based,hclust_mcquitty,k=38,0.1974711272272999,38
Distance_based,hclust_mcquitty,k=39,0.2006016191304576,39
Distance_based,hclust_mcquitty,k=40,0.19913727470450185,40
Distance_based,hclust_mcquitty,k=41,0.1984292286581332,41
Distance_based,hclust_mcquitty,k=42,0.19900725721946352,42
Distance_based,hclust_mcquitty,k=43,0.1984064222499683,43
Distance_based,hclust_mcquitty,k=44,0.1980231707271775,44
Distance_based,hclust_mcquitty,k=45,0.20762517296597555,45
Distance_based,hclust_mcquitty,k=46,0.20636651258128394,46
Distance_based,hclust_mcquitty,k=47,0.2065933929429594,47
Distance_based,hclust_mcquitty,k=48,0.20682069973601958,48
Distance_based,hclust_mcquitty,k=49,0.21381430414503882,49
Distance_based,hclust_mcquitty,k=50,0.2071643024406836,50
Distance_based,hclust_mcquitty,k=51,0.20806662561471917,51
Distance_based,hclust_mcquitty,k=52,0.2682445118640776,52
Distance_based,hclust_mcquitty,k=53,0.26881641875639883,53
Distance_based,hclust_mcquitty,k=54,0.2685406499464037,54
Distance_based,hclust_mcquitty,k=55,0.26970384391206176,55
Distance_based,hclust_mcquitty,k=56,0.2699960354039135,56
Distance_based,hclust_mcquitty,k=57,0.268867824814926,57
Distance_based,hclust_mcquitty,k=58,0.2672695767024048,58
Distance_based,hclust_mcquitty,k=59,0.2694188951518053,59
